'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530330234012010',7,16,5379
'530330234012010',8,1,5379
'530330234012010',9,2,5379
'530330234012010',11,3,5379
'530330234012011',9,1,23841
'530330234012012',1,2,3407
'530330234012012',7,1,3407
'530330234012012',11,2,3407
'530330234012013',2,5,23842
'530330234012013',9,8,23842
'530330234012013',11,12,23842
'530330234012014',7,1,3408
'530330234012015',2,43,5375
'530330234012015',4,16,5375
'530330234012015',5,1,5375
'530330234012015',7,451,5375
'530330234012015',8,149,5375
'530330234012015',10,1,5375
'530330234012015',11,19,5375
'530330234012015',12,22,5375
'530330234012015',13,1575,5375
'530330234012016',2,80,5380
'530330234012016',4,343,5380
'530330234012016',5,9,5380
'530330234012016',7,411,5380
'530330234012016',8,8,5380
'530330234012016',9,230,5380
'530330234012016',11,65,5380
'530330234012016',12,115,5380
'530330234012016',13,37,5380
'530330234012018',2,189,21193
'530330234012018',3,12,21193
'530330234012018',4,10,21193
'530330234012018',7,4,21193
'530330234012018',11,5,21193
'530330234012019',2,19,21192
'530330234012019',3,325,21192
'530330234012019',4,36,21192
'530330234012019',7,29,21192
'530330234012019',8,1,21192
'530330234012022',4,-12,25672
'530330234012022',7,453,25672
'530330234012022',10,3,25672
'530330234012027',4,40,4827
'530330234012027',5,5,4827
'530330234012027',7,1,4827
'530330234012027',11,144,4827
'530330234012028',4,4,21194
'530330234012028',7,146,21194
'530330234012028',8,0,21194
'530330234012028',13,4,21194
'530330234012029',2,5,21195
'530330234012029',3,106,21195
'530330234012029',4,-60,21195
'530330234012029',5,0,21195
'530330234012029',7,29,21195
'530330234012029',8,7,21195
'530330234012029',9,1,21195
'530330234012029',11,32,21195
'530330234012029',12,1,21195
'530330234012029',13,56,21195
'530330234012030',3,1,
'530330234012031',2,-2,25671
'530330234012031',4,235,25671
'530330234012031',5,1,25671
'530330234012031',7,72,25671
'530330234012031',10,7,25671
'530330234012031',11,95,25671
'530330234012031',12,2,25671
'530330234012036',4,325,3540
'530330234012036',5,281,3540
'530330234012036',7,643,3540
'530330234012036',9,684,3540
'530330234012036',10,11,3540
'530330234012036',11,140,3540
'530330234012036',12,157,3540
'530330234013000',7,1,22612
'530330234013000',11,1,22612
'530330234013001',8,1,22611
'530330234013002',11,1,1219
'530330234013004',2,2,16518
'530330234013004',3,1,16518
'530330234013004',4,2,16518
'530330234013004',7,3,16518
'530330234013004',8,70,16518
'530330234013004',9,9,16518
'530330234013004',13,0,16518
'530330234013005',2,3,3400
'530330234013005',4,6,3400
'530330234013005',5,1,3400
'530330234013005',7,8,3400
'530330234013005',8,1,3400
'530330234013005',9,7,3400
'530330234013007',2,2,5859
'530330234013007',5,2,5859
'530330234013007',7,2,5859
'530330234013007',8,1,5859
'530330234013007',11,47,5859
'530330234013007',12,34,5859
'530330234013008',2,1,22618
'530330234013008',5,1,22618
'530330234013008',7,1,22618
'530330234013008',9,1,22618
'530330234013009',5,2,22616
'530330234013009',11,5,22616
'530330234013010',7,3,22614
'530330234013010',11,2,22614
'530330234013011',9,1,22613
'530330234013012',2,23,5855
'530330234013012',3,13,5855
'530330234013012',4,73,5855
'530330234013012',5,202,5855
'530330234013012',7,1354,5855
'530330234013012',9,4,5855
'530330234013012',10,128,5855
'530330234013012',11,15,5855
'530330234013012',12,96,5855
'530330234013026',5,2,5378
'530330234013026',7,10,5378
'530330234013026',9,23,5378
'530330234031004',5,1,6417
'530330234031004',7,1,6417
'530330234031004',9,1,6417
'530330234031004',11,1,6417
'530330234031005',10,1,16260
'530330234031006',2,1,5858
'530330234031006',7,14,5858
'530330234031006',8,2,5858
'530330234031006',9,2,5858
'530330234031006',11,2,5858
'530330234031006',13,8,5858
'530330234031010',2,6,6420
'530330234031010',5,1,6420
'530330234031010',7,2,6420
'530330234031010',9,2,6420
'530330234031011',2,1,6421
'530330234031011',5,1,6421
'530330234031011',7,8,6421
'530330234031011',8,1,6421
'530330234031011',9,1,6421
'530330234031011',10,1,6421
'530330234031012',4,4,13868
'530330234031012',7,2,13868
'530330234031020',7,8,7087
'530330234031020',8,10,7087
'530330234031020',11,4,7087
'530330234031020',13,29,7087
'530330234031021',2,1,7086
'530330234031022',2,2,6419
'530330234031022',7,6,6419
'530330234031023',7,1,25467
'530330234031024',5,10,19785
'530330234031024',7,3,19785
'530330234031024',10,0,19785
'530330234031024',11,12,19785
'530330234031026',9,1,10570
'530330234031026',11,7,10570
'530330234031028',8,23,7088
'530330234031028',13,78,7088
'530330234032000',7,1,6425
'530330234032000',8,8,6425
'530330234032000',9,5,6425
'530330234032000',13,71,6425
'530330234032001',2,319,390
'530330234032001',3,2884,390
'530330234032001',4,18,390
'530330234032001',7,5141,390
'530330234032001',9,62,390
'530330234032001',10,6,390
'530330234032001',11,195,390
'530330234032001',12,178,390
'530330234032003',3,19,5862
'530330234032004',3,8,5863
'530330234032005',9,3,25169
'530330234032005',11,4,25169
'530330234032006',5,1,22619
'530330234032006',8,1,22619
'530330234032006',11,3,22619
'530330234032008',4,6,22620
'530330234032008',9,1,22620
'530330234032009',7,3,22615
'530330234032010',4,1,25165
'530330234032010',7,1,25165
'530330234032011',2,2,25166
'530330234032011',3,1,25166
'530330234032011',7,2,25166
'530330234032011',11,1,25166
'530330234032012',7,2,25167
'530330234032012',9,5,25167
'530330234032012',11,1,25167
'530330234032014',2,5,5856
'530330234032014',3,1,5856
'530330234032014',4,9,5856
'530330234032014',5,2,5856
'530330234032014',7,5,5856
'530330234032014',9,1,5856
'530330234032014',11,2,5856
'530330234032015',11,3,
'530330234032016',4,1,25171
'530330234032016',7,1,25171
'530330234032017',7,6,10594
'530330234032017',8,1,10594
'530330234032017',9,1,10594
'530330234032017',11,1,10594
'530330234032018',9,1,51469
'530330234032021',7,1,6777
'530330234032021',8,11,6777
'530330234032021',10,0,6777
'530330234032021',11,3,6777
'530330234033001',2,2,6422
'530330234033001',7,6,6422
'530330234033001',8,1,6422
'530330234033001',9,1,6422
'530330234033001',11,7,6422
'530330234033002',2,9,3334
'530330234033002',7,3,3334
'530330234033002',8,2,3334
'530330234033002',9,9,3334
'530330234033003',4,3,3333
'530330234033003',7,7,3333
'530330234033003',9,1,3333
'530330234033003',11,8,3333
'530330234033004',2,2,3332
'530330234033004',7,1,3332
'530330234033005',5,1,750
'530330234033005',7,11,750
'530330234033005',8,2,750
'530330234033006',9,2,25168
'530330234033006',11,1,25168
'530330234033008',5,1,19107
'530330234033009',2,4,6426
'530330234033009',7,2,6426
'530330234033009',8,1,6426
'530330234033009',9,3,6426
'530330234033009',11,1,6426
'530330234033010',7,3,6423
'530330234033010',9,1,6423
'530330234033011',7,1,19106
'530330234041001',11,2,9866
'530330234041002',7,-2,9859
'530330234041002',9,23,9859
'530330234041002',11,1,9859
'530330234041003',4,1,19622
'530330234041004',5,1,9858
'530330234041004',7,1,9858
'530330234041004',8,1,9858
'530330234041004',9,1,9858
'530330234041004',11,1,9858
'530330234041005',5,1,9863
'530330234041005',7,2,9863
'530330234041005',10,1,9863
'530330234041006',5,2,9861
'530330234041006',7,2,9861
'530330234041006',9,2,9861
'530330234041007',7,15,9860
'530330234041007',8,1,9860
'530330234041007',11,1,9860
'530330234041010',2,1,9862
'530330234041010',4,2,9862
'530330234041010',7,5,9862
'530330234041010',8,1,9862
'530330234041010',9,2,9862
'530330234041013',7,2,15454
'530330234041014',2,3,9857
'530330234041014',4,1,9857
'530330234041014',5,1,9857
'530330234041014',7,9,9857
'530330234041014',8,1,9857
'530330234041014',9,18,9857
'530330234041014',11,3,9857
'530330234041023',4,4,19621
'530330234041023',7,4,19621
'530330234041023',9,1,19621
'530330234041023',11,27,19621
'530330234041024',2,2,19620
'530330234041024',3,1,19620
'530330234041024',7,10,19620
'530330234041024',8,1,19620
'530330234041024',11,1,19620
'530330234042000',4,2,21113
'530330234042000',11,1,21113
'530330234042001',4,25,10397
'530330234042001',5,2,10397
'530330234042001',7,456,10397
'530330234042001',9,1,10397
'530330234042001',11,139,10397
'530330234042001',12,3,10397
'530330234042002',4,2,9856
'530330234042002',7,5,9856
'530330234042002',9,-9,9856
'530330234042003',4,1,10399
'530330234042003',5,2,10399
'530330234042003',7,6,10399
'530330234042003',8,3,10399
'530330234042003',9,2,10399
'530330234042003',11,1,10399
'530330234042003',13,0,10399
'530330234042005',7,2,24042
'530330234042005',11,1,24042
'530330234042006',2,1,21116
'530330234042006',5,1,21116
'530330234042006',7,2,21116
'530330234042006',11,1,21116
'530330234042008',7,1,21112
'530330234042009',2,4,21114
'530330234042009',4,1,21114
'530330234042009',7,9,21114
'530330234042009',8,2,21114
'530330234042009',9,1,21114
'530330234042009',11,2,21114
'530330234042010',4,4,11189
'530330234042010',7,4,11189
'530330234042010',12,7,11189
'530330234042013',2,1,24041
'530330234042013',5,1,24041
'530330234042013',7,9,24041
'530330234042013',11,3,24041
'530330234042014',4,1,21151
'530330234042014',5,2,21151
'530330234042014',7,13,21151
'530330234042014',11,2,21151
'530330234042023',7,3,10401
'530330235001000',2,4,2343
'530330235001000',3,1,2343
'530330235001000',4,1,2343
'530330235001000',7,7,2343
'530330235001000',9,8,2343
'530330235001000',11,11,2343
'530330235001001',11,2,27513
'530330235001002',4,1,27516
'530330235001002',5,7,27516
'530330235001002',7,1,27516
'530330235001003',7,2,27528
'530330235001003',11,1,27528
'530330235001004',2,7,27530
'530330235001004',7,1,27530
'530330235001004',11,6,27530
'530330235001005',7,3,27531
'530330235001007',7,4,27518
'530330235001007',11,1,27518
'530330235001008',2,1,2350
'530330235001008',4,3,2350
'530330235001008',5,2,2350
'530330235001008',7,5,2350
'530330235001008',9,9,2350
'530330235001008',11,3,2350
'530330235001010',7,1,27537
'530330235001011',7,-3,27515
'530330235001012',4,207,27514
'530330235001012',5,1,27514
'530330235001012',7,10,27514
'530330235002000',5,2,22118
'530330235002000',7,1,22118
'530330235002000',8,23,22118
'530330235002000',13,83,22118
'530330235002002',7,1,21883
'530330235002002',8,1,21883
'530330235002002',13,3,21883
'530330235002004',7,1,20050
'530330235002006',7,2,4832
'530330235002006',9,1,4832
'530330235002007',7,1,4837
'530330235002007',9,1,4837
'530330235002007',11,1,4837
'530330235002008',7,2,22117
'530330235002009',5,1,19580
'530330235002009',7,3,19580
'530330235002009',9,23,19580
'530330235002010',2,5,20851
'530330235002010',7,2,20851
'530330235002010',11,1,20851
'530330235002011',2,-4,20850
'530330235002011',4,3,20850
'530330235002011',5,2,20850
'530330235002011',7,160,20850
'530330235002011',8,6,20850
'530330235002011',9,1,20850
'530330235002011',11,1,20850
'530330235002011',12,1,20850
'530330235002011',13,22,20850
'530330235002012',2,6,20404
'530330235002012',8,2,20404
'530330235002013',11,1,20405
'530330235002014',2,1,20406
'530330235003000',2,5,2351
'530330235003000',3,1,2351
'530330235003000',5,1,2351
'530330235003000',7,8,2351
'530330235003000',8,1,2351
'530330235003000',9,4,2351
'530330235003000',11,5,2351
'530330235003001',2,2,27522
'530330235003001',8,1,27522
'530330235003002',7,3,27524
'530330235003003',7,2,27529
'530330235003004',11,3,27525
'530330235003005',7,3,27526
'530330235003008',2,1,27520
'530330235003008',11,1,27520
'530330235003009',2,5,27176
'530330235003010',5,1,4835
'530330235003010',7,2,4835
'530330235003010',11,1,4835
'530330235003016',5,1,3573
'530330235003016',7,10,3573
'530330235003016',11,0,3573
'530330235003017',4,1,4641
'530330235003017',7,8,4641
'530330235003017',8,35,4641
'530330235003017',9,1,4641
'530330235003017',11,3,4641
'530330235003017',13,0,4641
'530330235003020',2,3,4830
'530330235003020',4,7,4830
'530330235003020',11,11,4830
'530330235003024',4,241,51465
'530330235003024',7,193,51465
'530330235003024',9,11,51465
'530330236011000',2,1,3546
'530330236011000',4,-59,3546
'530330236011000',7,-12,3546
'530330236011000',8,-30,3546
'530330236011000',9,-5,3546
'530330236011000',13,-1,3546
'530330236011001',3,1,3547
'530330236011001',4,74,3547
'530330236011001',5,1,3547
'530330236011001',7,60,3547
'530330236011001',8,64,3547
'530330236011001',9,20,3547
'530330236011001',10,6,3547
'530330236011001',11,6,3547
'530330236011001',13,0,3547
'530330236011003',4,46,3543
'530330236011003',7,41,3543
'530330236011003',8,6,3543
'530330236011003',9,57,3543
'530330236011003',11,4,3543
'530330236011003',13,0,3543
'530330236011004',2,19,3411
'530330236011004',3,8,3411
'530330236011004',4,368,3411
'530330236011004',5,12,3411
'530330236011004',7,376,3411
'530330236011004',8,1,3411
'530330236011004',9,166,3411
'530330236011004',10,10,3411
'530330236011004',11,19,3411
'530330236011004',12,31,3411
'530330236011005',2,2,51477
'530330236011005',4,1,51477
'530330236011005',5,1,51477
'530330236011005',7,4,51477
'530330236011005',9,-4,51477
'530330236011006',7,1,25727
'530330236011007',7,22,14962
'530330236011007',11,2,14962
'530330236011008',4,1,18501
'530330236011008',7,1,18501
'530330236011011',2,2,3544
'530330236011011',7,3,3544
'530330236011012',8,1,16816
'530330236011014',2,1,25287
'530330236011014',11,7,25287
'530330236011015',8,50,3653
'530330236011015',13,0,3653
'530330236011016',7,1,16814
'530330236011016',11,1,16814
'530330236011018',4,1,3654
'530330236011018',7,4,3654
'530330236011018',8,2,3654
'530330236011018',9,2,3654
'530330236011019',2,4,5660
'530330236011019',4,6,5660
'530330236011019',5,10,5660
'530330236011019',7,164,5660
'530330236011019',8,70,5660
'530330236011019',9,91,5660
'530330236011019',10,2,5660
'530330236011019',11,51,5660
'530330236011019',13,0,5660
'530330236012000',2,6,4519
'530330236012000',4,4,4519
'530330236012000',7,13,4519
'530330236012000',9,6,4519
'530330236012000',11,3,4519
'530330236012001',4,7,9489
'530330236012001',5,1,9489
'530330236012001',7,79,9489
'530330236012001',8,4,9489
'530330236012001',9,77,9489
'530330236012001',10,1,9489
'530330236012001',11,7,9489
'530330236012001',12,50,9489
'530330236012001',13,12,9489
'530330236012002',4,3,16810
'530330236012002',5,271,16810
'530330236012002',7,56,16810
'530330236012002',9,6,16810
'530330236012002',10,11,16810
'530330236012002',11,28,16810
'530330236012003',5,100,16817
'530330236012004',4,1,16811
'530330236012004',5,240,16811
'530330236012004',10,13,16811
'530330236012004',11,29,16811
'530330236012004',12,-1473,16811
'530330236012005',2,2,16398
'530330236012005',3,4,16398
'530330236012005',4,22,16398
'530330236012005',5,1,16398
'530330236012005',7,117,16398
'530330236012005',8,2,16398
'530330236012005',9,14,16398
'530330236012005',10,64,16398
'530330236012005',11,38,16398
'530330236012005',12,1,16398
'530330236012010',7,1,
'530330236012011',2,40,16656
'530330236012011',4,400,16656
'530330236012011',5,1,16656
'530330236012011',7,1792,16656
'530330236012011',8,-20,16656
'530330236012011',9,13,16656
'530330236012011',10,1,16656
'530330236012011',11,17,16656
'530330236012011',12,3,16656
'530330236012011',13,-37,16656
'530330236012015',2,1,16809
'530330236012015',4,-123,16809
'530330236012015',5,384,16809
'530330236012015',7,-489,16809
'530330236012015',8,-3,16809
'530330236012015',9,2,16809
'530330236012015',10,52,16809
'530330236012015',11,35,16809
'530330236012015',13,-17,16809
'530330236012016',2,2,16812
'530330236012016',4,4,16812
'530330236012016',7,91,16812
'530330236012016',9,17,16812
'530330236012017',2,-1,16401
'530330236012017',3,-1,16401
'530330236012017',4,59,16401
'530330236012017',5,64,16401
'530330236012017',7,4,16401
'530330236012017',8,1,16401
'530330236012017',9,83,16401
'530330236012017',11,4,16401
'530330236012017',12,2,16401
